id,phi0,epsr,epsv,thetasf,rp_kep,ra_kep,alpha,ra,dt1,dt2,x_lpo,y_lpo,z_lpo,xdot_lpo,ydot_lpo,zdot_lpo,m_lpo,x_ra,y_ra,z_ra,xdot_ra,ydot_ra,zdot_ra,m_ra,x_rp,y_rp,z_rp,xdot_rp,ydot_rp,zdot_rp,m_rp,x_lr,y_lr,z_lr,xdot_lr,ydot_lr,zdot_lr,m_lr,t_lr,tof,lrad_cross,lfb
1.0,0.0,1.0e-5,1.0e-5,2.722713633,0.0004401623378206608,4.180976281986673,-0.0013918642789203005,1.1226377258194948,-0.0,18.00641755720942,389.84681811767376,0.4566204528073964,6.254866505756308e-23,-0.48972463701195396,1.0999142302772253,0.0,1.0,389.84681811767376,0.4566204528073964,6.254866505756308e-23,-0.48972463701195396,1.0999142302772253,0.0,1.0,388.8321458388052,-0.006171372129651831,0.0,0.09324548684431377,66.99318894853585,0.0,1.0384979719785252,388.42180119699475,0.9034911063463598,5.2827203311332667e-23,-0.8312334668417242,0.472475015498384,9.959625828756989e-23,1.0179454924818176,9.6212515600733,18.00641755720942,3.0,1.0
