id,phi0,epsr,epsv,thetaf,rp_kep,ra_kep,ra,dt1,dt2,x_ini,x_ra,x_rp,tof,m0,lfb
1,0.0,1.0e-6,1.0e-6,3.141592653589793,0.027835119403507868,5.35711416338074,4.22926661448641,13.934999999997716,9.394115008837646,"[389.9439269125021, 2.793813746153667e-7, 5.600379804037024e-23, -1.0294967931894037e-6, 1.2038099785632126, 3.7612170962908617e-31, 1.0]","[387.5004415234835, 4.0253946191092815, 6.789181649232e-23, 0.10076717389510526, 0.03283640579320107, 2.4278753237168335e-23, 1.1328266033657977]","[388.8536029523753, -0.013186534987763569, 0.0, 5.439658762996503, 6.404830718852878, 0.0]",23.329115008835362,1.2223499229791146,0
