id,phi0,epsr,epsv,thetasf,rp_kep,ra_kep,alpha,ra,dt1,dt2,x_lpo,y_lpo,z_lpo,xdot_lpo,ydot_lpo,zdot_lpo,m_lpo,x_ra,y_ra,z_ra,xdot_ra,ydot_ra,zdot_ra,m_ra,x_rp,y_rp,z_rp,xdot_rp,ydot_rp,zdot_rp,m_rp,x_lr,y_lr,z_lr,xdot_lr,ydot_lr,zdot_lr,m_lr,t_lr,tof,m0,lfb
1.0,2.72271363311115,1.0e-6,1.0e-6,3.35103216382911,0.017102188378011505,5.328870791289175,-0.748534339487149,4.605111726656533,14.488375415084914,10.224437318667427,389.92807405833986,-0.31770529889036564,3.366441392961615e-21,0.22890158715457676,1.0054614251590037,-1.1814010647353224e-20,1.0,387.6744026424052,4.460024794261116,3.612576581267425e-20,0.13129571942752888,0.03739773215211887,4.86657948768506e-22,1.0,388.8394782934801,-0.022379420324928036,0.0,7.321143412269915,7.845664442703896,0.0,1.0,388.3040033385949,0.8457573034649003,1.804589276799918e-21,-0.7580084064199308,1.000732508219406,8.048526799555325e-21,1.0,24.190729656173556,24.71281273375234,1.0,0.0
