id,phi0,epsr,epsv,thetasf,rp_kep,ra_kep,alpha,ra,dt1,dt2,x_ini,y_ini,z_ini,xdot_ini,ydot_ini,zdot_ini,m_ini,x_ra,y_ra,z_ra,xdot_ra,ydot_ra,zdot_ra,m_ra,x_rp,y_rp,z_rp,xdot_rp,ydot_rp,zdot_rp,m_rp,tof,m0,lfb
1,0,1.00E-06,1.00E-06,3.141592654,0.027835119,5.357114163,-0.703712317,4.229266614,13.935,9.394115009,389.9439269,2.79E-07,5.62E-23,-1.03E-06,1.203809979,-2.90E-32,1,387.5004415,4.025394619,6.81E-23,0.100767174,0.032836406,2.43E-23,1,388.853603,-0.013186535,0,5.439658763,6.404830719,0,1,23.32911501,1,0
