id,phi0,epsr,epsv,thetasf,rp_kep,ra_kep,alpha,ra,dt1,dt2,x_lpo,y_lpo,z_lpo,xdot_lpo,ydot_lpo,zdot_lpo,m_lpo,x_ra,y_ra,z_ra,xdot_ra,ydot_ra,zdot_ra,m_ra,x_rp,y_rp,z_rp,xdot_rp,ydot_rp,zdot_rp,m_rp,x_lr,y_lr,z_lr,xdot_lr,ydot_lr,zdot_lr,m_lr,t_lr,tof,m0,lfb
7.0,0.6283185307179586,1.0e-5,1.0e-5,1.8849555921538759,0.0010605490278545366,3.046246911446812,0.8517277252954842,3.193401862841115,11.247165021500024,7.090603505414972,389.23721916116153,1.0923306752018926,-7.052626436095946e-20,-0.9270291534045457,0.30378744681591063,8.268581350016229e-20,1.0,385.98285429301427,-1.4633487783244497,-2.687006212532875e-19,-0.023294241441212983,0.03969676034887605,8.183983911921294e-22,1.0219306912355903,388.8341033998747,0.0007975364217570815,0.0,-31.903112024181382,29.059336344059165,0.0,1.0393032082442226,388.80548300614424,-0.01391525074933603,1.2920854399402678e-20,-6.30665171405268,-4.787835552253615,1.1991609965350399e-18,1.0393032082442226,18.334944329526735,18.337768526914996,1.0393032082442226,0.0
8.0,0.6283185307179586,1.0e-5,1.0e-5,5.026548245743669,0.007146140040801719,4.133005388873815,-2.2070267644751547,3.1822060358276265,11.124783770847651,7.0383275849724765,388.40525815736737,-1.0923306752018929,-7.052626436095946e-20,0.9270291534045457,-0.3037874468159105,8.268581350016229e-20,1.0,391.6376435254682,1.4813166049435855,-2.6775936433773865e-19,0.020626081106743452,-0.03680555725756573,2.7529975411412634e-21,1.0216307284100237,388.80498168955864,-0.007706139861378981,0.0,13.324856177472364,-9.921782695738221,0.0,1.0388737437664488,389.5890487629006,0.7091321656437536,-4.48127010488575e-20,0.9343993939654618,0.7728674069130667,-1.3852806501374254e-19,1.037519698920502,17.607293838564182,18.163111355820128,1.0388737437664488,1.0
9.0,0.7539822368615503,1.0e-5,1.0e-5,1.8849555921538759,0.015046045611331825,2.5432604272229566,0.527572579749896,2.7889485650739525,9.872751954303347,5.988032103169701,389.2527869295542,1.0610953290002096,-5.0111468480027745e-20,-0.9955272307825122,0.34505676728663265,3.070178950298269e-19,1.0,386.21755770077084,-0.9995396765540843,-1.6837656519462731e-19,0.022588078092737638,-0.058643509632507085,8.622920162073226e-20,1.0185619330691593,388.82619694748416,0.016693700452589413,0.0,-5.757213679903644,9.868758475683372,0.0,1.0332297883029569,388.796384313919,0.03537938248720277,-2.85054285703547e-20,-7.701208224505447,1.8068456570450475,-5.689274082395889e-18,1.0332297883029569,15.857061583564528,15.860784057473047,1.0332297883029569,0.0
10.0,0.7539822368615503,1.0e-5,1.0e-5,2.0943951023931953,0.018890994951380607,2.0181400280186095,0.3598242036726312,2.6508116435538063,9.396970965388155,5.53832134065447,389.46397068842043,0.9481839196659861,-5.0111468480027745e-20,-0.9020312363404102,0.5444981988454966,3.070178950298269e-19,1.0,386.2491916706489,-0.6413865121391452,-1.6827660185700117e-20,0.018676289139033724,-0.08876616561584397,9.955704132583797e-20,1.0173957690301796,388.827002087934,0.00911225851003576,0.0,-3.6016641127059197,9.520624124628636,0.0,1.0309615353383923,388.80447830952806,0.03323713314894205,-3.287322339570963e-20,-6.858554233019229,3.916109042865906,-7.060227510154743e-18,1.0309615353383923,14.93164148487188,14.935292306042625,1.0309615353383923,0.0
11.0,0.7539822368615503,1.0e-5,1.0e-5,2.3038346126325147,0.0034614103290751506,2.357473238995342,0.21123069680736833,2.6579734241737762,9.402442516522758,5.4696110033281915,389.64706397344213,0.7938323231511101,-5.0111468480027745e-20,-0.7691121484441288,0.7201424463225695,3.070178950298269e-19,1.0,386.17381155940234,-0.23654275412649503,2.677830251068185e-20,0.003054573901330362,-0.06500019941425861,1.0145180541666057e-19,1.0174091800847078,388.8132139024574,0.004950859999937579,0.0,-5.203627641986712,23.299442002965243,0.0,1.0308078851890956,388.78182453984635,0.017912848549090612,-5.509257944313726e-20,-7.855260602657522,0.896448181362327,-7.543247284189665e-18,1.0308078851890956,14.868954061513408,14.87205351985095,1.0308078851890956,0.0
12.0,0.7539822368615503,1.0e-5,1.0e-5,4.817108735504349,2.1370363878726718e-6,2.887382241286555,-0.7599975532665801,3.024551040223782,11.00708785284368,6.606008152857887,388.61973487805096,-1.1276317807568208,-5.0111468480027745e-20,1.0455139081697578,-0.13053469923126856,3.070178950298269e-19,1.0,391.6376669799684,1.102560886869971,-4.943768613817238e-19,0.00779010833161418,-0.012672598493447845,3.678215572097631e-20,1.021342249556787,388.813503635574,-0.009373160067952078,0.0,547.856382052662,-790.1624933626163,0.0,1.0375272892698153,388.83942558568106,0.007974843390806667,-4.410102233615735e-21,6.541730545233524,4.4572499317670795,-1.3647867008308821e-18,1.0375272892698153,17.610390616662986,17.613096005701568,1.0375272892698153,0.0
13.0,0.7539822368615503,1.0e-5,1.0e-5,5.026548245743669,0.01807714154347669,2.3625203607097855,-2.618693209970245,2.763167301452023,9.785914825320003,5.863784763859279,388.3896903889747,-1.0610953290002099,-5.0111468480027745e-20,0.9955272307825124,-0.3450567672866325,3.070178950298269e-19,1.0,391.3957465943053,1.0034951062288864,-1.544954201914804e-19,-0.022382525696357545,0.06560820721540611,8.76116476845488e-20,1.018349090740516,388.8152380718116,-0.01642072184185875,0.0,5.208877612941004,-9.018333201072803,0.0,1.0327125148720904,388.84218385023894,-0.03645264056806688,-2.6240762681599802e-20,7.475651364585253,-2.574934377998389,-5.839392348922053e-18,1.0327125148720904,15.646020203349178,15.649699589179281,1.0327125148720904,0.0
14.0,0.7539822368615503,1.0e-5,1.0e-5,5.445427266222308,0.006593539873726061,2.168161172879684,-2.9342549952958557,2.62823944386303,9.290994675821175,5.364571501917656,387.9954133450868,-0.7938323231511102,-5.0111468480027745e-20,0.7691121484441289,-0.7201424463225694,3.070178950298269e-19,1.0,391.4383813542848,0.24126062293534725,4.122927501826831e-20,-0.0025409116887047858,0.07590040591289168,1.0205270249745778e-19,1.0171360156142208,388.82680409524,-0.0032327583513816933,0.0,3.649055509747608,-16.89430444985812,0.0,1.0302765815300994,388.8563467208666,-0.022799307828655278,-5.2268677853614214e-20,7.643877365658932,-2.002058108559972,-7.578615539077578e-18,1.0302765815300994,14.652188517108403,14.65556617773883,1.0302765815300994,0.0
15.0,0.879645943005142,1.0e-5,1.0e-5,2.9321531433504737,0.0010269566076531117,2.038247186497725,-0.6243229696817816,2.4495685071379896,8.398521566885737,4.491292757610978,389.9346846120043,0.17582108641221156,1.7394023365639158e-19,-0.2048495670165677,1.1323496534398072,5.822300116001994e-19,1.0,386.99595783365135,1.6336265726326127,5.318719240359411e-19,-0.05398142153627633,-0.05913621285467845,1.8338618016955193e-19,1.0149485174635178,388.8140800839316,-0.009748747326702372,0.0,25.526958766480682,35.65451186463017,0.0,1.0259498988691287,388.79596395243493,0.016813099348448636,-1.100160770039055e-19,-5.5042270584036315,5.663940989641468,-1.3191966140736214e-17,1.0259498988691287,12.886953694922761,12.889814324496715,1.0259498988691287,0.0
16.0,0.879645943005142,1.0e-5,1.0e-5,6.073745796940266,0.002493088166241126,2.0307908391211074,2.5235082557265627,2.4342963430854927,8.366164308870085,4.452384918008876,387.70779270652463,-0.17582108641221222,1.7394023365639158e-19,0.20484956701656837,-1.132349653439807,5.822300116001994e-19,1.0,390.6377421993187,-1.6205287948474427,5.446598710702557e-19,0.05930229687375776,0.06368232818856322,1.8290688537637046e-19,1.0148692081232946,388.8265780146694,0.011102485627880897,0.0,-16.29172207567398,-22.93640369140503,0.0,1.0257748396190394,388.8402980407159,-0.019257826342699107,-1.0675993038657643e-19,4.921961142904156,-6.176421886370849,-1.3078886793798274e-17,1.0257748396190394,12.81553161805713,12.818549226878961,1.0257748396190394,0.0
